folder_id,filename,path,folder_size,is_singleton,is_winnable,file_id,split,has_test_partner,is_test_query
CAGD.506.12,BN2123.91r.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.12/BN2123.91r.6.txt,1,True,False,0,train,False,False
CAGD.506.14,BN2123.88r.9.txt,/u/irowerojas/localLatin/canon/CAGD.506.14/BN2123.88r.9.txt,1,True,False,1,test,False,False
CAGD.506.15,Brn425.14v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.15/Brn425.14v.1.txt,2,False,True,2,test,False,False
CAGD.506.15,D1723.519.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.15/D1723.519.6.txt,2,False,True,3,train,False,False
CAGD.506.18,Brn425.28v.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.18/Brn425.28v.2.txt,2,False,True,4,train,False,False
CAGD.506.18,D1723.531.10.txt,/u/irowerojas/localLatin/canon/CAGD.506.18/D1723.531.10.txt,2,False,True,5,test,False,False
CAGD.506.2,Brn425.53r.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.2/Brn425.53r.1.txt,2,False,True,6,train,False,False
CAGD.506.2,D1723.552.5.txt,/u/irowerojas/localLatin/canon/CAGD.506.2/D1723.552.5.txt,2,False,True,7,test,False,False
CAGD.506.21,BN2123.92r.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.21/BN2123.92r.1.txt,1,True,False,8,test,False,False
CAGD.506.25,Brn425.24v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.25/Brn425.24v.1.txt,2,False,True,9,train,False,False
CAGD.506.25,D1723.527.9.txt,/u/irowerojas/localLatin/canon/CAGD.506.25/D1723.527.9.txt,2,False,True,10,test,False,False
CAGD.506.26,Brn425.53v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.26/Brn425.53v.1.txt,2,False,True,11,test,False,False
CAGD.506.26,D1723.553.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.26/D1723.553.1.txt,2,False,True,12,train,False,False
CAGD.506.27; anno 506,WlfH1062.3v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.27; anno 506/WlfH1062.3v.1.txt,1,True,False,13,train,False,False
CAGD.506.28,WlfH1062.3v.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.28/WlfH1062.3v.2.txt,1,True,False,14,train,False,False
CAGD.506.31,Brn425.27v.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.31/Brn425.27v.6.txt,2,False,True,15,test,False,False
CAGD.506.31,D1723.531.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.31/D1723.531.2.txt,2,False,True,16,train,False,False
CAGD.506.32,BN2123.95r.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.32/BN2123.95r.3.txt,1,True,False,17,test,False,False
CAGD.506.35,Brn425.36v.5.txt,/u/irowerojas/localLatin/canon/CAGD.506.35/Brn425.36v.5.txt,2,False,True,18,train,False,False
CAGD.506.35,D1723.539.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.35/D1723.539.3.txt,2,False,True,19,test,False,False
CAGD.506.37,Brn425.27v.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.37/Brn425.27v.2.txt,2,False,True,20,test,False,False
CAGD.506.37,D1723.530.11.txt,/u/irowerojas/localLatin/canon/CAGD.506.37/D1723.530.11.txt,2,False,True,21,train,False,False
CAGD.506.38,BN2123.86v.7.txt,/u/irowerojas/localLatin/canon/CAGD.506.38/BN2123.86v.7.txt,3,False,True,22,train,False,False
CAGD.506.38,Brn425.65r.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.38/Brn425.65r.1.txt,3,False,True,23,train,False,False
CAGD.506.38,D1723.563.9.txt,/u/irowerojas/localLatin/canon/CAGD.506.38/D1723.563.9.txt,3,False,True,24,test,False,False
CAGD.506.39,Brn425.53v.4.txt,/u/irowerojas/localLatin/canon/CAGD.506.39/Brn425.53v.4.txt,2,False,True,25,train,False,False
CAGD.506.39,D1723.553.4.txt,/u/irowerojas/localLatin/canon/CAGD.506.39/D1723.553.4.txt,2,False,True,26,test,False,False
CAGD.506.4,BN2123.94v.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.4/BN2123.94v.6.txt,3,False,True,27,test,False,False
CAGD.506.4,Brn425.36v.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.4/Brn425.36v.3.txt,3,False,True,28,train,False,False
CAGD.506.4,D1723.539.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.4/D1723.539.1.txt,3,False,True,29,train,False,False
CAGD.506.41,Brn425.53v.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.41/Brn425.53v.3.txt,2,False,True,30,test,False,False
CAGD.506.41,D1723.553.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.41/D1723.553.3.txt,2,False,True,31,train,False,False
CAGD.506.44,BN2123.88r.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.44/BN2123.88r.6.txt,3,False,True,32,train,False,False
CAGD.506.44,Brn425.56v.4.txt,/u/irowerojas/localLatin/canon/CAGD.506.44/Brn425.56v.4.txt,3,False,True,33,test,False,False
CAGD.506.44,D1723.556.5.txt,/u/irowerojas/localLatin/canon/CAGD.506.44/D1723.556.5.txt,3,False,True,34,train,False,False
CAGD.506.45,Brn425.42v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.45/Brn425.42v.1.txt,1,True,False,35,test,False,False
CAGD.506.46,Brn425.42v.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.46/Brn425.42v.2.txt,1,True,False,36,test,False,False
CAGD.506.5,Brn425.53r.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.5/Brn425.53r.2.txt,2,False,True,37,train,False,False
CAGD.506.5,D1723.552.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.5/D1723.552.6.txt,2,False,True,38,test,False,False
CAGD.506.50 (addit.),WlfH1062.15v.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.50 (addit.)/WlfH1062.15v.1.txt,1,True,False,39,test,False,False
CAGD.506.51,BN2123.94v.5.txt,/u/irowerojas/localLatin/canon/CAGD.506.51/BN2123.94v.5.txt,2,False,True,40,train,False,False
CAGD.506.51,Brn425.42v.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.51/Brn425.42v.3.txt,2,False,True,41,test,False,False
CAGD.506.52,Brn425.64v.5.txt,/u/irowerojas/localLatin/canon/CAGD.506.52/Brn425.64v.5.txt,2,False,True,42,train,False,False
CAGD.506.52,D1723.563.8.txt,/u/irowerojas/localLatin/canon/CAGD.506.52/D1723.563.8.txt,2,False,True,43,test,False,False
CAGD.506.54,BN2123.94v.4.txt,/u/irowerojas/localLatin/canon/CAGD.506.54/BN2123.94v.4.txt,1,True,False,44,test,False,False
CAGD.506.55,Brn425.55v.8.txt,/u/irowerojas/localLatin/canon/CAGD.506.55/Brn425.55v.8.txt,2,False,True,45,train,False,False
CAGD.506.55,D1723.555.9.txt,/u/irowerojas/localLatin/canon/CAGD.506.55/D1723.555.9.txt,2,False,True,46,test,False,False
CAGD.506.56,Brn425.42v.4.txt,/u/irowerojas/localLatin/canon/CAGD.506.56/Brn425.42v.4.txt,1,True,False,47,test,False,False
CAGD.506.61,Brn425.26r.1.txt,/u/irowerojas/localLatin/canon/CAGD.506.61/Brn425.26r.1.txt,2,False,True,48,test,False,False
CAGD.506.61,D1723.529.2.txt,/u/irowerojas/localLatin/canon/CAGD.506.61/D1723.529.2.txt,2,False,True,49,train,False,False
CAGD.506.62,Brn425.27v.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.62/Brn425.27v.3.txt,2,False,True,50,test,False,False
CAGD.506.62,D1723.530.12.txt,/u/irowerojas/localLatin/canon/CAGD.506.62/D1723.530.12.txt,2,False,True,51,train,False,False
CAGD.506.63,Brn425.28v.3.txt,/u/irowerojas/localLatin/canon/CAGD.506.63/Brn425.28v.3.txt,2,False,True,52,train,False,False
CAGD.506.63,D1723.531.11.txt,/u/irowerojas/localLatin/canon/CAGD.506.63/D1723.531.11.txt,2,False,True,53,test,False,False
CAGD.506.8,Brn425.53r.6.txt,/u/irowerojas/localLatin/canon/CAGD.506.8/Brn425.53r.6.txt,2,False,True,54,test,False,False
CAGD.506.8,D1723.552.10.txt,/u/irowerojas/localLatin/canon/CAGD.506.8/D1723.552.10.txt,2,False,True,55,train,False,False
CANC.314.1,BAV1341.11r.9.txt,/u/irowerojas/localLatin/canon/CANC.314.1/BAV1341.11r.9.txt,4,False,True,56,test,True,True
CANC.314.1,C1525.18v.16.txt,/u/irowerojas/localLatin/canon/CANC.314.1/C1525.18v.16.txt,4,False,True,57,train,True,False
CANC.314.1,Hat42.156r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.1/Hat42.156r.1.txt,4,False,True,58,train,True,False
CANC.314.1,KoeD213.20r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.1/KoeD213.20r.1.txt,4,False,True,59,test,True,True
CANC.314.10,BAV1341.11v.6.txt,/u/irowerojas/localLatin/canon/CANC.314.10/BAV1341.11v.6.txt,6,False,True,60,test,True,True
CANC.314.10,Brn425.23v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.10/Brn425.23v.4.txt,6,False,True,61,test,True,True
CANC.314.10,C1525.20r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.10/C1525.20r.2.txt,6,False,True,62,train,True,False
CANC.314.10,D1723.527.3.txt,/u/irowerojas/localLatin/canon/CANC.314.10/D1723.527.3.txt,6,False,True,63,train,True,False
CANC.314.10,Hat42.158r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.10/Hat42.158r.1.txt,6,False,True,64,train,True,False
CANC.314.10,KoeD213.22v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.10/KoeD213.22v.1.txt,6,False,True,65,test,True,True
CANC.314.11,BAV1341.11v.7.txt,/u/irowerojas/localLatin/canon/CANC.314.11/BAV1341.11v.7.txt,4,False,True,66,train,True,False
CANC.314.11,C1525.20r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.11/C1525.20r.3.txt,4,False,True,67,test,True,True
CANC.314.11,Hat42.158r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.11/Hat42.158r.2.txt,4,False,True,68,test,True,True
CANC.314.11,KoeD213.22v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.11/KoeD213.22v.2.txt,4,False,True,69,train,True,False
CANC.314.12,BAV1341.11v.8.txt,/u/irowerojas/localLatin/canon/CANC.314.12/BAV1341.11v.8.txt,4,False,True,70,test,True,True
CANC.314.12,C1525.20r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.12/C1525.20r.4.txt,4,False,True,71,test,True,True
CANC.314.12,Hat42.158r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.12/Hat42.158r.3.txt,4,False,True,72,train,True,False
CANC.314.12,KoeD213.22v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.12/KoeD213.22v.3.txt,4,False,True,73,train,True,False
CANC.314.13,BAV1341.11v.9.txt,/u/irowerojas/localLatin/canon/CANC.314.13/BAV1341.11v.9.txt,5,False,True,74,train,True,False
CANC.314.13,BN2123.101v.8.txt,/u/irowerojas/localLatin/canon/CANC.314.13/BN2123.101v.8.txt,5,False,True,75,test,True,True
CANC.314.13,C1525.20r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.13/C1525.20r.5.txt,5,False,True,76,test,True,True
CANC.314.13,Hat42.158r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.13/Hat42.158r.4.txt,5,False,True,77,train,True,False
CANC.314.13,KoeD213.22v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.13/KoeD213.22v.4.txt,5,False,True,78,train,True,False
CANC.314.14,BAV1341.12r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.14/BAV1341.12r.1.txt,4,False,True,79,train,True,False
CANC.314.14,C1525.20v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.14/C1525.20v.1.txt,4,False,True,80,test,True,True
CANC.314.14,Hat42.158v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.14/Hat42.158v.1.txt,4,False,True,81,test,True,True
CANC.314.14,KoeD213.23r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.14/KoeD213.23r.1.txt,4,False,True,82,train,True,False
CANC.314.15,BAV1341.12r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/BAV1341.12r.2.txt,6,False,True,83,train,True,False
CANC.314.15,Brn425.21r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/Brn425.21r.2.txt,6,False,True,84,train,True,False
CANC.314.15,C1525.20v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/C1525.20v.2.txt,6,False,True,85,train,True,False
CANC.314.15,D1723.525.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/D1723.525.2.txt,6,False,True,86,test,True,True
CANC.314.15,Hat42.158v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/Hat42.158v.2.txt,6,False,True,87,test,True,True
CANC.314.15,KoeD213.23r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.15/KoeD213.23r.2.txt,6,False,True,88,test,True,True
CANC.314.16,BAV1341.12r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/BAV1341.12r.3.txt,7,False,True,89,test,True,True
CANC.314.16,BN2123.98v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.16/BN2123.98v.4.txt,7,False,True,90,train,True,False
CANC.314.16,Brn425.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/Brn425.21v.1.txt,7,False,True,91,train,True,False
CANC.314.16,C1525.20v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/C1525.20v.3.txt,7,False,True,92,train,True,False
CANC.314.16,D1723.525.3.txt,/u/irowerojas/localLatin/canon/CANC.314.16/D1723.525.3.txt,7,False,True,93,test,True,True
CANC.314.16,Hat42.159r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/Hat42.159r.1.txt,7,False,True,94,test,True,True
CANC.314.16,KoeD213.23v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.16/KoeD213.23v.1.txt,7,False,True,95,train,True,False
CANC.314.17,BAV1341.12r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.17/BAV1341.12r.4.txt,4,False,True,96,test,True,True
CANC.314.17,C1525.20v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.17/C1525.20v.4.txt,4,False,True,97,train,True,False
CANC.314.17,Hat42.159r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.17/Hat42.159r.2.txt,4,False,True,98,test,True,True
CANC.314.17,KoeD213.24r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.17/KoeD213.24r.1.txt,4,False,True,99,train,True,False
CANC.314.18,BAV1341.12r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.18/BAV1341.12r.5.txt,6,False,True,100,train,True,False
CANC.314.18,Brn425.47r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.18/Brn425.47r.2.txt,6,False,True,101,train,True,False
CANC.314.18,C1525.21r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.18/C1525.21r.1.txt,6,False,True,102,train,True,False
CANC.314.18,D1723.547.5.txt,/u/irowerojas/localLatin/canon/CANC.314.18/D1723.547.5.txt,6,False,True,103,test,True,True
CANC.314.18,Hat42.159r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.18/Hat42.159r.3.txt,6,False,True,104,test,True,True
CANC.314.18,KoeD213.24r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.18/KoeD213.24r.2.txt,6,False,True,105,test,True,True
CANC.314.19,BAV1341.12r.6.txt,/u/irowerojas/localLatin/canon/CANC.314.19/BAV1341.12r.6.txt,6,False,True,106,test,True,True
CANC.314.19,Brn425.21v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.19/Brn425.21v.2.txt,6,False,True,107,train,True,False
CANC.314.19,C1525.21r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.19/C1525.21r.2.txt,6,False,True,108,train,True,False
CANC.314.19,D1723.525.4.txt,/u/irowerojas/localLatin/canon/CANC.314.19/D1723.525.4.txt,6,False,True,109,test,True,True
CANC.314.19,Hat42.159v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.19/Hat42.159v.1.txt,6,False,True,110,test,True,True
CANC.314.19,KoeD213.24r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.19/KoeD213.24r.3.txt,6,False,True,111,train,True,False
CANC.314.2,BAV1341.11r.10.txt,/u/irowerojas/localLatin/canon/CANC.314.2/BAV1341.11r.10.txt,4,False,True,112,train,True,False
CANC.314.2,C1525.19r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.2/C1525.19r.1.txt,4,False,True,113,train,True,False
CANC.314.2,Hat42.156r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.2/Hat42.156r.2.txt,4,False,True,114,test,True,True
CANC.314.2,KoeD213.20r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.2/KoeD213.20r.2.txt,4,False,True,115,test,True,True
CANC.314.20,BAV1341.12r.7.txt,/u/irowerojas/localLatin/canon/CANC.314.20/BAV1341.12r.7.txt,8,False,True,116,test,True,True
CANC.314.20,Brn425.21v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.21v.3.txt,8,False,True,117,test,True,True
CANC.314.20,Brn425.27r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Brn425.27r.3.txt,8,False,True,118,train,True,False
CANC.314.20,C1525.21r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.20/C1525.21r.3.txt,8,False,True,119,test,True,True
CANC.314.20,D1723.525.5.txt,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.525.5.txt,8,False,True,120,train,True,False
CANC.314.20,D1723.530.5.txt,/u/irowerojas/localLatin/canon/CANC.314.20/D1723.530.5.txt,8,False,True,121,test,True,True
CANC.314.20,Hat42.159v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.20/Hat42.159v.2.txt,8,False,True,122,train,True,False
CANC.314.20,KoeD213.24r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.20/KoeD213.24r.4.txt,8,False,True,123,train,True,False
CANC.314.21,BAV1341.12r.8.txt,/u/irowerojas/localLatin/canon/CANC.314.21/BAV1341.12r.8.txt,7,False,True,124,test,True,True
CANC.314.21,BN2123.100v.7.txt,/u/irowerojas/localLatin/canon/CANC.314.21/BN2123.100v.7.txt,7,False,True,125,train,True,False
CANC.314.21,Brn425.27r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.21/Brn425.27r.4.txt,7,False,True,126,train,True,False
CANC.314.21,C1525.21r.4.txt,/u/irowerojas/localLatin/canon/CANC.314.21/C1525.21r.4.txt,7,False,True,127,test,True,True
CANC.314.21,D1723.530.6.txt,/u/irowerojas/localLatin/canon/CANC.314.21/D1723.530.6.txt,7,False,True,128,test,True,True
CANC.314.21,Hat42.159v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.21/Hat42.159v.3.txt,7,False,True,129,train,True,False
CANC.314.21,KoeD213.24v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.21/KoeD213.24v.1.txt,7,False,True,130,train,True,False
CANC.314.22,BAV1341.12r.9.txt,/u/irowerojas/localLatin/canon/CANC.314.22/BAV1341.12r.9.txt,7,False,True,131,test,True,True
CANC.314.22,BN2123.100v.8.txt,/u/irowerojas/localLatin/canon/CANC.314.22/BN2123.100v.8.txt,7,False,True,132,train,True,False
CANC.314.22,Brn425.27r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.22/Brn425.27r.5.txt,7,False,True,133,test,True,True
CANC.314.22,C1525.21r.5.txt,/u/irowerojas/localLatin/canon/CANC.314.22/C1525.21r.5.txt,7,False,True,134,train,True,False
CANC.314.22,D1723.530.7.txt,/u/irowerojas/localLatin/canon/CANC.314.22/D1723.530.7.txt,7,False,True,135,test,True,True
CANC.314.22,Hat42.159v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.22/Hat42.159v.4.txt,7,False,True,136,train,True,False
CANC.314.22,KoeD213.24v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.22/KoeD213.24v.2.txt,7,False,True,137,train,True,False
CANC.314.23,BAV1341.12r.10.txt,/u/irowerojas/localLatin/canon/CANC.314.23/BAV1341.12r.10.txt,6,False,True,138,train,True,False
CANC.314.23,Brn425.26v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.23/Brn425.26v.1.txt,6,False,True,139,train,True,False
CANC.314.23,C1525.21r.6.txt,/u/irowerojas/localLatin/canon/CANC.314.23/C1525.21r.6.txt,6,False,True,140,test,True,True
CANC.314.23,D1723.529.4.txt,/u/irowerojas/localLatin/canon/CANC.314.23/D1723.529.4.txt,6,False,True,141,test,True,True
CANC.314.23,Hat42.159v.5.txt,/u/irowerojas/localLatin/canon/CANC.314.23/Hat42.159v.5.txt,6,False,True,142,test,True,True
CANC.314.23,KoeD213.24v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.23/KoeD213.24v.3.txt,6,False,True,143,train,True,False
CANC.314.24,BAV1341.12v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/BAV1341.12v.1.txt,6,False,True,144,test,True,True
CANC.314.24,Brn425.21v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.24/Brn425.21v.4.txt,6,False,True,145,test,True,True
CANC.314.24,C1525.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/C1525.21v.1.txt,6,False,True,146,test,True,True
CANC.314.24,D1723.525.6.txt,/u/irowerojas/localLatin/canon/CANC.314.24/D1723.525.6.txt,6,False,True,147,train,True,False
CANC.314.24,Hat42.160r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.24/Hat42.160r.1.txt,6,False,True,148,train,True,False
CANC.314.24,KoeD213.24v.4.txt,/u/irowerojas/localLatin/canon/CANC.314.24/KoeD213.24v.4.txt,6,False,True,149,train,True,False
CANC.314.25,BN2123.99v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.25/BN2123.99v.1.txt,1,True,False,150,test,False,False
CANC.314.3,BAV1341.11r.11.txt,/u/irowerojas/localLatin/canon/CANC.314.3/BAV1341.11r.11.txt,4,False,True,151,test,True,True
CANC.314.3,C1525.19r.2.txt,/u/irowerojas/localLatin/canon/CANC.314.3/C1525.19r.2.txt,4,False,True,152,train,True,False
CANC.314.3,Hat42.156r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.3/Hat42.156r.3.txt,4,False,True,153,train,True,False
CANC.314.3,KoeD213.20v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.3/KoeD213.20v.1.txt,4,False,True,154,test,True,True
CANC.314.4,BAV1341.11r.12.txt,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.12.txt,7,False,True,155,test,True,True
CANC.314.4,BAV1341.11r.13.txt,/u/irowerojas/localLatin/canon/CANC.314.4/BAV1341.11r.13.txt,7,False,True,156,test,True,True
CANC.314.4,Brn425.17r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.4/Brn425.17r.3.txt,7,False,True,157,train,True,False
CANC.314.4,C1525.19r.3.txt,/u/irowerojas/localLatin/canon/CANC.314.4/C1525.19r.3.txt,7,False,True,158,train,True,False
CANC.314.4,D1723.522.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/D1723.522.1.txt,7,False,True,159,train,True,False
CANC.314.4,Hat42.156v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/Hat42.156v.1.txt,7,False,True,160,train,True,False
CANC.314.4,KoeD213.21r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.4/KoeD213.21r.1.txt,7,False,True,161,test,True,True
CANC.314.5,BAV1341.11v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/BAV1341.11v.1.txt,4,False,True,162,test,True,True
CANC.314.5,C1525.19v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/C1525.19v.1.txt,4,False,True,163,test,True,True
CANC.314.5,Hat42.157r.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/Hat42.157r.1.txt,4,False,True,164,train,True,False
CANC.314.5,KoeD213.21v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.5/KoeD213.21v.1.txt,4,False,True,165,train,True,False
CANC.314.6,BAV1341.11v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/BAV1341.11v.2.txt,4,False,True,166,test,True,True
CANC.314.6,C1525.19v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/C1525.19v.2.txt,4,False,True,167,train,True,False
CANC.314.6,Hat42.157v.1.txt,/u/irowerojas/localLatin/canon/CANC.314.6/Hat42.157v.1.txt,4,False,True,168,test,True,True
CANC.314.6,KoeD213.21v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.6/KoeD213.21v.2.txt,4,False,True,169,train,True,False
CANC.314.7,BAV1341.11v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.7/BAV1341.11v.3.txt,4,False,True,170,test,True,True
CANC.314.7,C1525.19v.3.txt,/u/irowerojas/localLatin/canon/CANC.314.7/C1525.19v.3.txt,4,False,True,171,train,True,False
CANC.314.7,Hat42.157v.2.txt,/u/irowerojas/localLatin/canon/CANC.314.7/Hat42.157v.2.txt,4,False,True,172,train,True,False
