bowphs/LaTa	D1723.519.6.txt	Brn425.14v.1.txt	CAGD.506.15
bowphs/LaTa	Brn425.53v.1.txt	D1723.553.1.txt	CAGD.506.26
bowphs/LaTa	D1723.531.2.txt	Brn425.27v.6.txt	CAGD.506.31
bowphs/LaTa	D1723.530.11.txt	Brn425.27v.2.txt	CAGD.506.37
bowphs/LaTa	BN2123.86v.7.txt	D1723.563.9.txt	CAGD.506.38
bowphs/LaTa	Brn425.53v.3.txt	D1723.553.3.txt	CAGD.506.41
bowphs/LaTa	Brn425.64v.5.txt	D1723.563.8.txt	CAGD.506.52
bowphs/LaTa	D1723.555.9.txt	Brn425.55v.8.txt	CAGD.506.55
bowphs/LaTa	D1723.531.11.txt	Brn425.28v.3.txt	CAGD.506.63
bowphs/LaTa	Hat42.156r.1.txt	KoeD213.20r.1.txt	CANC.314.1
bowphs/LaTa	KoeD213.22v.1.txt	D1723.527.3.txt	CANC.314.10
bowphs/LaTa	BAV1341.11v.7.txt	C1525.20r.3.txt	CANC.314.11
bowphs/LaTa	Hat42.158r.2.txt	C1525.20r.3.txt	CANC.314.11
bowphs/LaTa	BAV1341.11v.8.txt	C1525.20r.4.txt	CANC.314.12
bowphs/LaTa	Hat42.158r.4.txt	KoeD213.22v.4.txt	CANC.314.13
bowphs/LaTa	BN1454.57v.3.txt	KoeD213.24r.1.txt	CANC.314.17
bowphs/LaTa	BAV1341.11r.10.txt	Hat42.156r.2.txt	CANC.314.2
bowphs/LaTa	BAV1341.12r.7.txt	BN1454.58r.2.txt	CANC.314.20
bowphs/LaTa	BAV1341.12r.7.txt	Hat42.159v.2.txt	CANC.314.20
bowphs/LaTa	BN1454.58r.3.txt	C1525.21r.4.txt	CANC.314.21
bowphs/LaTa	Brn425.27r.5.txt	Hat42.159v.4.txt	CANC.314.22
bowphs/LaTa	BN1454.56v.6.txt	BAV1341.11v.1.txt	CANC.314.5
bowphs/LaTa	BAV1341.11v.2.txt	Hat42.157v.1.txt	CANC.314.6
bowphs/LaTa	BN1454.57r.3.txt	KoeD213.22r.2.txt	CANC.314.8
bowphs/LaTa	BAV1341.11v.5.txt	Brn425.55r.5.txt	CANC.314.9
bowphs/LaTa	C1525.27r.6.txt	BAV1341.16v.26.txt	CANT.328.1
bowphs/LaTa	Brn425.35r.1.txt	BAV1341.17v.1.txt	CANT.328.11
bowphs/LaTa	C1525.29r.2.txt	Hat42.170v.2.txt	CANT.328.14
bowphs/LaTa	BAV1341.17v.6.txt	Brn425.64r.3.txt	CANT.328.16
bowphs/LaTa	C1525.29v.1.txt	BAV1341.17v.7.txt	CANT.328.17
bowphs/LaTa	D1723.558.3.txt	C1525.29v.1.txt	CANT.328.17
bowphs/LaTa	Hat42.171v.1.txt	C1525.29v.2.txt	CANT.328.18
bowphs/LaTa	C1525.29v.3.txt	Hat42.171v.2.txt	CANT.328.19
bowphs/LaTa	C1525.30r.1.txt	Brn425.59r.1.txt	CANT.328.21
bowphs/LaTa	BAV1341.18r.3.txt	D1723.558.6.txt	CANT.328.22
bowphs/LaTa	Brn425.59r.2.txt	D1723.558.6.txt	CANT.328.22
bowphs/LaTa	Hat42.172v.1.txt	BAV1341.18r.3.txt	CANT.328.22
bowphs/LaTa	D1723.543.2.txt	Brn425.41v.2.txt	CANT.328.24
bowphs/LaTa	Brn425.34v.5.txt	C1525.28r.3.txt	CANT.328.6
bowphs/LaTa	BN2123.86v.3.txt	Brn425.64r.1.txt	CANT.328.8
bowphs/LaTa	BAV1341.45r.33.txt	BN2123.98r.6.txt	CARL.314.11
bowphs/LaTa	BAV1341.45v.7.txt	BAV1341.45v.8.txt	CARL.314.18
bowphs/LaTa	D1723.538.5.txt	Brn425.36r.2.txt	CARL.501?.18
bowphs/LaTa	BAV1341.46v.8.txt	D1723.520.1.txt	CARL.501?.22
bowphs/LaTa	Brn425.14r.1.txt	D1723.519.3.txt	CARL.501?.25
bowphs/LaTa	D1723.534.6.txt	Brn425.14r.1.txt	CARL.501?.25
bowphs/LaTa	D1723.534.6.txt	D1723.519.3.txt	CARL.501?.25
bowphs/LaTa	BN2123.85r.5.txt	BN2123.103v.3.txt	CCHA.451.10
bowphs/LaTa	Brn425.21r.1.txt	D1723.525.1.txt	CCHA.451.16
bowphs/LaTa	D1723.558.1.txt	Brn425.58r.2.txt	CCHA.451.2
bowphs/LaTa	Brn425.32r.3.txt	D1723.535.1.txt	CCHA.451.21
bowphs/LaTa	Brn425.39r.1.txt	D1723.541.1.txt	CCHA.451.26
bowphs/LaTa	D1723.527.2.txt	Brn425.23v.3.txt	CCHA.451.27
bowphs/LaTa	D1723.551.5.txt	Brn425.51v.6.txt	CCHA.451.5
bowphs/LaTa	D1723.536.3.txt	Brn425.33v.2.txt	CCHA.451.9
bowphs/LaTa	BN1454.59v.9.txt	C1525.25r.7.txt	CGAN.355.10
bowphs/LaTa	Hat42.165r.3.txt	BN1454.59v.9.txt	CGAN.355.10
bowphs/LaTa	Hat42.165v.2.txt	BN1454.60r.2.txt	CGAN.355.14
bowphs/LaTa	C1525.25v.6.txt	Hat42.165v.4.txt	CGAN.355.16
bowphs/LaTa	Brn425.28r.3.txt	D1723.531.5.txt	CGAN.355.17
bowphs/LaTa	C1525.26r.1.txt	KoeD213.30v.3.txt	CGAN.355.18
bowphs/LaTa	Hat42.165v.6.txt	C1525.26r.1.txt	CGAN.355.18
bowphs/LaTa	KoeD213.30v.4.txt	C1525.26r.2.txt	CGAN.355.19
bowphs/LaTa	C1525.24v.20.txt	KoeD213.29r.2.txt	CGAN.355.2
bowphs/LaTa	KoeD213.29r.2.txt	Hat42.164v.1.txt	CGAN.355.2
bowphs/LaTa	Brn425.57r.6.txt	D1723.557.3.txt	CGAN.355.4
bowphs/LaTa	Brn425.57r.6.txt	Hat42.164v.3.txt	CGAN.355.4
bowphs/LaTa	C1525.25r.1.txt	D1723.557.3.txt	CGAN.355.4
bowphs/LaTa	BN1454.59v.5.txt	Brn425.36r.4.txt	CGAN.355.6
bowphs/LaTa	BN1454.59v.6.txt	Brn425.36r.5.txt	CGAN.355.7
bowphs/LaTa	BN1454.59v.7.txt	KoeD213.29v.6.txt	CGAN.355.8
bowphs/LaTa	BN1454.59v.8.txt	C1525.25r.6.txt	CGAN.355.9
bowphs/LaTa	KoeD213.29v.7.txt	BN1454.59v.8.txt	CGAN.355.9
bowphs/LaTa	Brn425.57v.2.txt	D1723.557.6.txt	CLAO.300.13
bowphs/LaTa	D1723.520.3.txt	Brn425.15v.1.txt	CLAO.300.2
bowphs/LaTa	Brn425.55r.4.txt	D1723.554.11.txt	CLAO.300.23
bowphs/LaTa	D1723.544.9.txt	Brn425.43v.6.txt	CLAO.300.51
bowphs/LaTa	Brn425.21v.5.txt	D1723.525.7.txt	CLAO.300.52
bowphs/LaTa	D1723.557.1.txt	Brn425.57r.4.txt	CNEO.315.
bowphs/LaTa	C1525.22v.1.txt	D1723.524.5.txt	CNEO.315.1
bowphs/LaTa	C1525.23r.3.txt	Brn425.20r.4.txt	CNEO.315.10
bowphs/LaTa	Hat42.161v.1.txt	BAV1341.13r.3.txt	CNEO.315.10
bowphs/LaTa	BN1454.58v.8.txt	BAV1341.13r.4.txt	CNEO.315.11
bowphs/LaTa	C1525.23r.4.txt	BN1454.58v.8.txt	CNEO.315.11
bowphs/LaTa	C1525.23r.4.txt	KoeD213.26v.2.txt	CNEO.315.11
bowphs/LaTa	BN1454.58v.11.txt	Brn425.56v.2.txt	CNEO.315.13
bowphs/LaTa	Brn425.56v.2.txt	Hat42.161v.4.txt	CNEO.315.13
bowphs/LaTa	BN2123.98r.9.txt	KoeD213.25v.2.txt	CNEO.315.2
bowphs/LaTa	KoeD213.25v.2.txt	Hat42.160v.7.txt	CNEO.315.2
bowphs/LaTa	BN1454.58v.1.txt	C1525.22v.3.txt	CNEO.315.3
bowphs/LaTa	KoeD213.26r.1.txt	BAV1341.12v.20.txt	CNEO.315.5
bowphs/LaTa	KoeD213.26r.1.txt	C1525.22v.5.txt	CNEO.315.5
bowphs/LaTa	C1525.22v.6.txt	KoeD213.26r.2.txt	CNEO.315.6
bowphs/LaTa	Hat42.161r.3.txt	BAV1341.12v.21.txt	CNEO.315.6
bowphs/LaTa	BN1454.58v.4.txt	C1525.22v.7.txt	CNEO.315.7
bowphs/LaTa	BN2123.76v.6.txt	KoeD213.11r.2.txt	CNIC.325.1
bowphs/LaTa	C1525.12v.1.txt	BN1454.48r.1.txt	CNIC.325.11
bowphs/LaTa	Hat42.153r.1.txt	C1525.12v.1.txt	CNIC.325.11
bowphs/LaTa	C1525.12v.2.txt	BN2123.100r.5.txt	CNIC.325.12
bowphs/LaTa	KoeD213.14r.1.txt	D1723.522.3.txt	CNIC.325.12
bowphs/LaTa	KoeD213.14v.1.txt	BN1454.48r.3.txt	CNIC.325.13
bowphs/LaTa	Hat42.153v.2.txt	BN1454.48v.1.txt	CNIC.325.14
bowphs/LaTa	BN1454.48v.2.txt	Hat42.153v.3.txt	CNIC.325.15
bowphs/LaTa	C1525.13r.1.txt	BN1454.48v.2.txt	CNIC.325.15
bowphs/LaTa	BN2123.96r.5.txt	C1525.13r.3.txt	CNIC.325.17
bowphs/LaTa	C1525.13r.4.txt	BN2123.87v.8.txt	CNIC.325.18
bowphs/LaTa	BN2123.102r.3.txt	C1525.13v.1.txt	CNIC.325.19
bowphs/LaTa	BN2123.102r.3.txt	KoeD213.15v.2.txt	CNIC.325.19
bowphs/LaTa	KoeD213.15v.2.txt	KoeD213.16r.1.txt	CNIC.325.19
bowphs/LaTa	C1525.11r.2.txt	Hat42.150v.2.txt	CNIC.325.2
bowphs/LaTa	Hat42.155r.1.txt	C1525.13v.2.txt	CNIC.325.20
bowphs/LaTa	BN1454.46v.3.txt	BN2123.96v.8.txt	CNIC.325.3
bowphs/LaTa	Brn425.20v.2.txt	BN1454.46v.3.txt	CNIC.325.3
bowphs/LaTa	BN1454.46v.4.txt	C1525.11v.1.txt	CNIC.325.4
bowphs/LaTa	BN1454.47r.3.txt	C1525.11v.2.txt	CNIC.325.5
bowphs/LaTa	BN1454.47r.3.txt	KoeD213.12r.3.txt	CNIC.325.5
bowphs/LaTa	BN2123.76r.3.txt	KoeD213.12r.3.txt	CNIC.325.5
bowphs/LaTa	Hat42.152r.1.txt	C1525.11v.3.txt	CNIC.325.6
bowphs/LaTa	BN1454.47v.3.txt	Hat42.152v.1.txt	CNIC.325.9
bowphs/LaTa	C1525.12r.3.txt	BN1454.47v.3.txt	CNIC.325.9
bowphs/LaTa	BAV1341.49v.12.txt	Brn425.19r.3.txt	CORA.441.1
bowphs/LaTa	BN2123.89r.7.txt	BAV1341.49v.22.txt	CORA.441.11
bowphs/LaTa	D1723.546.2.txt	BAV1341.49v.25.txt	CORA.441.14
bowphs/LaTa	Brn425.55v.11.txt	BN2123.89r.4.txt	CORA.441.2
bowphs/LaTa	BAV1341.49v.15.txt	BAV1341.49v.16.txt	CORA.441.5
bowphs/LaTa	BAV1341.54v.16.txt	CamCC279.68.1.txt	CORL.511.1
bowphs/LaTa	BAV1341.55r.3.txt	Brn425.39r.3.txt	CORL.511.15
bowphs/LaTa	BN2123.93r.8.txt	BAV1341.55r.4.txt	CORL.511.16
bowphs/LaTa	Brn425.37v.2.txt	BAV1341.55r.5.txt	CORL.511.17
bowphs/LaTa	Brn425.23v.5.txt	BN2123.98r.3.txt	CORL.511.2
bowphs/LaTa	BAV1341.55r.12.txt	BN2123.90r.7.txt	CORL.511.25
bowphs/LaTa	BN2123.90v.3.txt	Brn425.43v.2.txt	CORL.511.26
bowphs/LaTa	BAV1341.55v.2.txt	BN2123.91v.1.txt	CORL.511.28
bowphs/LaTa	BN2123.97v.8.txt	WlfH1062.5r.1.txt	CORL.549.19
bowphs/LaTa	BN1454.49v.2.txt	BN1454.49v.3.txt	CSAR.347.3
bowphs/LaTa	BAVPal575.4r.5.txt	BAV1341.62v.4.txt	CTOL.397.11
